ID,Text,# Id,Subject,Object,Predicate,Lexical cue,DeviceID,Supp
P960058_S014,"proval for the clarion(r) multi-strategy cochlear implant hifocus electrode for pediatric use.  The device, as modified, will be marketed under the trade name clarion(r) multi-strategy cochlear implant (pediatric) hifocus electrode and is indicated for severely and profoundly hearing impaired children ages 18-months to 17-yea",T2,310-331,age_range,denotes,18 months through 17 years,P960058,S014
P960058_S014,"proval for the clarion(r) multi-strategy cochlear implant hifocus electrode for pediatric use.  The device, as modified, will be marketed under the trade name clarion(r) multi-strategy cochlear implant (pediatric) hifocus electrode and is indicated for severely and profoundly hearing impaired children ages 18-months to 17-yea",T1,296-304,age_category,denotes,children,P960058,S014
P990055_S012,"proval for the addition of the advia centaur xp instrument (with version 5.0software) to the instrument(s) using the advia centaur cpsa assay. the device, as modified, will be marketed under the trade name advia centaur and advia centaur xp cpsa assay and isindicated for the measurement of serum complexed psa in conjunction with digital rectal exam (dre) as an aid in the detection of prostate cancer in men aged 50 years and older. prostate biopsy is required for the diagnosis of prostate cancer. this assay is further indicated as an aid in the management (monitoring) of patients with prostate canc",T4,430-435,age_end,denotes,older,P990055,S012
P990055_S012,"proval for the addition of the advia centaur xp instrument (with version 5.0software) to the instrument(s) using the advia centaur cpsa assay. the device, as modified, will be marketed under the trade name advia centaur and advia centaur xp cpsa assay and isindicated for the measurement of serum complexed psa in conjunction with digital rectal exam (dre) as an aid in the detection of prostate cancer in men aged 50 years and older. prostate biopsy is required for the diagnosis of prostate cancer. this assay is further indicated as an aid in the management (monitoring) of patients with prostate canc",T3,420-425,age_start_unit,denotes,years,P990055,S012
P990055_S012,"proval for the addition of the advia centaur xp instrument (with version 5.0software) to the instrument(s) using the advia centaur cpsa assay. the device, as modified, will be marketed under the trade name advia centaur and advia centaur xp cpsa assay and isindicated for the measurement of serum complexed psa in conjunction with digital rectal exam (dre) as an aid in the detection of prostate cancer in men aged 50 years and older. prostate biopsy is required for the diagnosis of prostate cancer. this assay is further indicated as an aid in the management (monitoring) of patients with prostate canc",T2,417-419,age_start,denotes,50,P990055,S012
P990055_S012,"proval for the addition of the advia centaur xp instrument (with version 5.0software) to the instrument(s) using the advia centaur cpsa assay. the device, as modified, will be marketed under the trade name advia centaur and advia centaur xp cpsa assay and isindicated for the measurement of serum complexed psa in conjunction with digital rectal exam (dre) as an aid in the detection of prostate cancer in men aged 50 years and older. prostate biopsy is required for the diagnosis of prostate cancer. this assay is further indicated as an aid in the management (monitoring) of patients with prostate canc",T1,417-435,age_range,denotes,50 years or older,P990055,S012
P060004_S000,"proval for the mel 80 excimer laser system.  The device uses an optical zone of 6.0 to 7.0 mm in diameter and a transition zone of 1.7 to 1.9 mm for total ablation diameter of 7.7 to 8.9 mm, and is indicated for primary laser assisted in situ keratomileusis (lasik) treatments for: 1) the reduction or elimination of myopia of less than or equal to -7.0 d, with or without refractive astigmatism of less than or equal to -3.0 d, with a maximum mrse of -7.00 d; 2) in patients who are 21 years of age or older; 3) with documentation of stable manifest refraction over the past year as demonstrated by change in sphere and cylinder of <=0.",T6,505-510,age_end,denotes,older,P060004,S000
P060004_S000,"proval for the mel 80 excimer laser system.  The device uses an optical zone of 6.0 to 7.0 mm in diameter and a transition zone of 1.7 to 1.9 mm for total ablation diameter of 7.7 to 8.9 mm, and is indicated for primary laser assisted in situ keratomileusis (lasik) treatments for: 1) the reduction or elimination of myopia of less than or equal to -7.0 d, with or without refractive astigmatism of less than or equal to -3.0 d, with a maximum mrse of -7.00 d; 2) in patients who are 21 years of age or older; 3) with documentation of stable manifest refraction over the past year as demonstrated by change in sphere and cylinder of <=0.",T7,489-494,age_start_unit,denotes,years,P060004,S000
P060004_S000,"proval for the mel 80 excimer laser system.  The device uses an optical zone of 6.0 to 7.0 mm in diameter and a transition zone of 1.7 to 1.9 mm for total ablation diameter of 7.7 to 8.9 mm, and is indicated for primary laser assisted in situ keratomileusis (lasik) treatments for: 1) the reduction or elimination of myopia of less than or equal to -7.0 d, with or without refractive astigmatism of less than or equal to -3.0 d, with a maximum mrse of -7.00 d; 2) in patients who are 21 years of age or older; 3) with documentation of stable manifest refraction over the past year as demonstrated by change in sphere and cylinder of <=0.",T8,486-488,age_start,denotes,21,P060004,S000
P060004_S000,"proval for the mel 80 excimer laser system.  The device uses an optical zone of 6.0 to 7.0 mm in diameter and a transition zone of 1.7 to 1.9 mm for total ablation diameter of 7.7 to 8.9 mm, and is indicated for primary laser assisted in situ keratomileusis (lasik) treatments for: 1) the reduction or elimination of myopia of less than or equal to -7.0 d, with or without refractive astigmatism of less than or equal to -3.0 d, with a maximum mrse of -7.00 d; 2) in patients who are 21 years of age or older; 3) with documentation of stable manifest refraction over the past year as demonstrated by change in sphere and cylinder of <=0.",T5,486-510,age_range,denotes,21 years of age or older,P060004,S000
P970051_S015,"proval for the nucleus 24 cochlear implant system for adults and children with ci 11+11+2m double array cochlear implant.  The device, as modified, will be marketed under the trade name nucleus 24 implant system for adults and children with 11+11+2m double array and is indicated for patients who have cochlear ossification preventing full insertion of a standard nucleus 24 cochlear implant electrode arr",T4,229-237,age_category,denotes,children,P970051,S015
P970051_S015,"proval for the nucleus 24 cochlear implant system for adults and children with ci 11+11+2m double array cochlear implant.  The device, as modified, will be marketed under the trade name nucleus 24 implant system for adults and children with 11+11+2m double array and is indicated for patients who have cochlear ossification preventing full insertion of a standard nucleus 24 cochlear implant electrode arr",T3,67-75,age_category,denotes,children,P970051,S015
P970051_S015,"proval for the nucleus 24 cochlear implant system for adults and children with ci 11+11+2m double array cochlear implant.  The device, as modified, will be marketed under the trade name nucleus 24 implant system for adults and children with 11+11+2m double array and is indicated for patients who have cochlear ossification preventing full insertion of a standard nucleus 24 cochlear implant electrode arr",T2,218-224,age_category,denotes,adults,P970051,S015
P970051_S015,"proval for the nucleus 24 cochlear implant system for adults and children with ci 11+11+2m double array cochlear implant.  The device, as modified, will be marketed under the trade name nucleus 24 implant system for adults and children with 11+11+2m double array and is indicated for patients who have cochlear ossification preventing full insertion of a standard nucleus 24 cochlear implant electrode arr",T1,56-62,age_category,denotes,adults,P970051,S015
P160042_S000,"proval for the Revanesse Ultra.  The device is indicated for injection into the mid to deep dermis for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds, in adults 22 years of age or mo",T3,220-224,age_end,denotes,older,P160042,S000
P160042_S000,"proval for the Revanesse Ultra.  The device is indicated for injection into the mid to deep dermis for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds, in adults 22 years of age or mo",T4,204-209,age_start_unit,denotes,years,P160042,S000
P160042_S000,"proval for the Revanesse Ultra.  The device is indicated for injection into the mid to deep dermis for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds, in adults 22 years of age or mo",T5,201-203,age_start,denotes,22,P160042,S000
P160042_S000,"proval for the Revanesse Ultra.  The device is indicated for injection into the mid to deep dermis for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds, in adults 22 years of age or mo",T2,201-224,age_range,denotes,22 years or older,P160042,S000
P160042_S000,"proval for the Revanesse Ultra.  The device is indicated for injection into the mid to deep dermis for correction of moderate to severe facial wrinkles and folds, such as nasolabial folds, in adults 22 years of age or mo",T1,194-200,age_category,denotes,adults,P160042,S000
P100044_S001,"proval for a shortened version of the drug-eluting sinus stent.  The device, as modified, will be marketed under the trade name propel mini sinus implant and is indicated for use in patients >= 18 years of age following ethmoid sinus surgery to maintain patency, thereby reducing the need for post-operative intervention such as surgical adhesion lysis and/or use of oral steroids. the propel mini sinus implant separates mucosal tissues, provides stabilization of the middle turbinate, prevents obstruction by adhesions, and reduces ede",T4,199-204,age_start_unit,denotes,years,P100044,S001
P100044_S001,"proval for a shortened version of the drug-eluting sinus stent.  The device, as modified, will be marketed under the trade name propel mini sinus implant and is indicated for use in patients >= 18 years of age following ethmoid sinus surgery to maintain patency, thereby reducing the need for post-operative intervention such as surgical adhesion lysis and/or use of oral steroids. the propel mini sinus implant separates mucosal tissues, provides stabilization of the middle turbinate, prevents obstruction by adhesions, and reduces ede",T3,196-198,age_start,denotes,18,P100044,S001
P100044_S001,"proval for a shortened version of the drug-eluting sinus stent.  The device, as modified, will be marketed under the trade name propel mini sinus implant and is indicated for use in patients >= 18 years of age following ethmoid sinus surgery to maintain patency, thereby reducing the need for post-operative intervention such as surgical adhesion lysis and/or use of oral steroids. the propel mini sinus implant separates mucosal tissues, provides stabilization of the middle turbinate, prevents obstruction by adhesions, and reduces ede",T2,193-195,age_end,denotes,older,P100044,S001
P100044_S001,"proval for a shortened version of the drug-eluting sinus stent.  The device, as modified, will be marketed under the trade name propel mini sinus implant and is indicated for use in patients >= 18 years of age following ethmoid sinus surgery to maintain patency, thereby reducing the need for post-operative intervention such as surgical adhesion lysis and/or use of oral steroids. the propel mini sinus implant separates mucosal tissues, provides stabilization of the middle turbinate, prevents obstruction by adhesions, and reduces ede",T1,193-204,age_range,denotes,18 years of age or older,P100044,S001
P970005_S000,"proval for a single laser, Kremer Excimer Laser System Serial No. KEA940202.  This device, using a 6.0 mm ablation zone, is indicated for myopic and astigmatic laser in situ keratomileusis (LASIK) in patients: 1)with myopia ranging between -1.0 and -15.0 diopters (D) with or without astigmatism ranging from 0.0 D to 5.00 D; 2) who are 18 years of age or older; and 3) with stable refraction over the 1-year period prior to surgery.  Note:  Patients between 18 and 20 years old should not demonstrate a shift in refraction greater than 0.5D.  Patients 21 years and older should not demonstrate a shift greater than 1.0",T11,568-573,age_end,denotes,older,P970005,S000
P970005_S000,"proval for a single laser, Kremer Excimer Laser System Serial No. KEA940202.  This device, using a 6.0 mm ablation zone, is indicated for myopic and astigmatic laser in situ keratomileusis (LASIK) in patients: 1)with myopia ranging between -1.0 and -15.0 diopters (D) with or without astigmatism ranging from 0.0 D to 5.00 D; 2) who are 18 years of age or older; and 3) with stable refraction over the 1-year period prior to surgery.  Note:  Patients between 18 and 20 years old should not demonstrate a shift in refraction greater than 0.5D.  Patients 21 years and older should not demonstrate a shift greater than 1.0",T9,558-563,age_start_unit,denotes,years,P970005,S000
P970005_S000,"proval for a single laser, Kremer Excimer Laser System Serial No. KEA940202.  This device, using a 6.0 mm ablation zone, is indicated for myopic and astigmatic laser in situ keratomileusis (LASIK) in patients: 1)with myopia ranging between -1.0 and -15.0 diopters (D) with or without astigmatism ranging from 0.0 D to 5.00 D; 2) who are 18 years of age or older; and 3) with stable refraction over the 1-year period prior to surgery.  Note:  Patients between 18 and 20 years old should not demonstrate a shift in refraction greater than 0.5D.  Patients 21 years and older should not demonstrate a shift greater than 1.0",T4,555-573,age_range,denotes,21 years of age or older,P970005,S000
P970005_S000,"proval for a single laser, Kremer Excimer Laser System Serial No. KEA940202.  This device, using a 6.0 mm ablation zone, is indicated for myopic and astigmatic laser in situ keratomileusis (LASIK) in patients: 1)with myopia ranging between -1.0 and -15.0 diopters (D) with or without astigmatism ranging from 0.0 D to 5.00 D; 2) who are 18 years of age or older; and 3) with stable refraction over the 1-year period prior to surgery.  Note:  Patients between 18 and 20 years old should not demonstrate a shift in refraction greater than 0.5D.  Patients 21 years and older should not demonstrate a shift greater than 1.0",T15,555-557,age_start,denotes,21,P970005,S000
P970005_S000,"proval for a single laser, Kremer Excimer Laser System Serial No. KEA940202.  This device, using a 6.0 mm ablation zone, is indicated for myopic and astigmatic laser in situ keratomileusis (LASIK) in patients: 1)with myopia ranging between -1.0 and -15.0 diopters (D) with or without astigmatism ranging from 0.0 D to 5.00 D; 2) who are 18 years of age or older; and 3) with stable refraction over the 1-year period prior to surgery.  Note:  Patients between 18 and 20 years old should not demonstrate a shift in refraction greater than 0.5D.  Patients 21 years and older should not demonstrate a shift greater than 1.0",T14,471-476,age_end_unit,denotes,years,P970005,S000
P970005_S000,"proval for a single laser, Kremer Excimer Laser System Serial No. KEA940202.  This device, using a 6.0 mm ablation zone, is indicated for myopic and astigmatic laser in situ keratomileusis (LASIK) in patients: 1)with myopia ranging between -1.0 and -15.0 diopters (D) with or without astigmatism ranging from 0.0 D to 5.00 D; 2) who are 18 years of age or older; and 3) with stable refraction over the 1-year period prior to surgery.  Note:  Patients between 18 and 20 years old should not demonstrate a shift in refraction greater than 0.5D.  Patients 21 years and older should not demonstrate a shift greater than 1.0",T12,468-470,age_end,denotes,20,P970005,S000
P970005_S000,"proval for a single laser, Kremer Excimer Laser System Serial No. KEA940202.  This device, using a 6.0 mm ablation zone, is indicated for myopic and astigmatic laser in situ keratomileusis (LASIK) in patients: 1)with myopia ranging between -1.0 and -15.0 diopters (D) with or without astigmatism ranging from 0.0 D to 5.00 D; 2) who are 18 years of age or older; and 3) with stable refraction over the 1-year period prior to surgery.  Note:  Patients between 18 and 20 years old should not demonstrate a shift in refraction greater than 0.5D.  Patients 21 years and older should not demonstrate a shift greater than 1.0",T7,461-463,age_start,denotes,18,P970005,S000
P970005_S000,"proval for a single laser, Kremer Excimer Laser System Serial No. KEA940202.  This device, using a 6.0 mm ablation zone, is indicated for myopic and astigmatic laser in situ keratomileusis (LASIK) in patients: 1)with myopia ranging between -1.0 and -15.0 diopters (D) with or without astigmatism ranging from 0.0 D to 5.00 D; 2) who are 18 years of age or older; and 3) with stable refraction over the 1-year period prior to surgery.  Note:  Patients between 18 and 20 years old should not demonstrate a shift in refraction greater than 0.5D.  Patients 21 years and older should not demonstrate a shift greater than 1.0",T3,461-476,age_range,denotes,18-20,P970005,S000
P970005_S000,"proval for a single laser, Kremer Excimer Laser System Serial No. KEA940202.  This device, using a 6.0 mm ablation zone, is indicated for myopic and astigmatic laser in situ keratomileusis (LASIK) in patients: 1)with myopia ranging between -1.0 and -15.0 diopters (D) with or without astigmatism ranging from 0.0 D to 5.00 D; 2) who are 18 years of age or older; and 3) with stable refraction over the 1-year period prior to surgery.  Note:  Patients between 18 and 20 years old should not demonstrate a shift in refraction greater than 0.5D.  Patients 21 years and older should not demonstrate a shift greater than 1.0",T10,358-363,age_end,denotes,older,P970005,S000
P970005_S000,"proval for a single laser, Kremer Excimer Laser System Serial No. KEA940202.  This device, using a 6.0 mm ablation zone, is indicated for myopic and astigmatic laser in situ keratomileusis (LASIK) in patients: 1)with myopia ranging between -1.0 and -15.0 diopters (D) with or without astigmatism ranging from 0.0 D to 5.00 D; 2) who are 18 years of age or older; and 3) with stable refraction over the 1-year period prior to surgery.  Note:  Patients between 18 and 20 years old should not demonstrate a shift in refraction greater than 0.5D.  Patients 21 years and older should not demonstrate a shift greater than 1.0",T8,342-347,age_start_unit,denotes,years,P970005,S000
P970005_S000,"proval for a single laser, Kremer Excimer Laser System Serial No. KEA940202.  This device, using a 6.0 mm ablation zone, is indicated for myopic and astigmatic laser in situ keratomileusis (LASIK) in patients: 1)with myopia ranging between -1.0 and -15.0 diopters (D) with or without astigmatism ranging from 0.0 D to 5.00 D; 2) who are 18 years of age or older; and 3) with stable refraction over the 1-year period prior to surgery.  Note:  Patients between 18 and 20 years old should not demonstrate a shift in refraction greater than 0.5D.  Patients 21 years and older should not demonstrate a shift greater than 1.0",T6,339-341,age_start,denotes,18,P970005,S000
P970005_S000,"proval for a single laser, Kremer Excimer Laser System Serial No. KEA940202.  This device, using a 6.0 mm ablation zone, is indicated for myopic and astigmatic laser in situ keratomileusis (LASIK) in patients: 1)with myopia ranging between -1.0 and -15.0 diopters (D) with or without astigmatism ranging from 0.0 D to 5.00 D; 2) who are 18 years of age or older; and 3) with stable refraction over the 1-year period prior to surgery.  Note:  Patients between 18 and 20 years old should not demonstrate a shift in refraction greater than 0.5D.  Patients 21 years and older should not demonstrate a shift greater than 1.0",T5,339-363,age_range,denotes,18 years of age or older,P970005,S000
P150005_S000,"proval for the Blazer Open-Irrigated Ablation Catheter, when used with a Maestro 4000 Radiofrequency (RF) Controller and MetriQ Irrigation Pump, is indicated for cardiac electrophysiological mapping, delivering diagnostic pacing stimuli, and radiofrequency ablation of sustained or recurrent Type I Atrial Flutter (AFL) in patients age 18 or old",T3,344-349,age_end,denotes,older,P150005,S000
P150005_S000,"proval for the Blazer Open-Irrigated Ablation Catheter, when used with a Maestro 4000 Radiofrequency (RF) Controller and MetriQ Irrigation Pump, is indicated for cardiac electrophysiological mapping, delivering diagnostic pacing stimuli, and radiofrequency ablation of sustained or recurrent Type I Atrial Flutter (AFL) in patients age 18 or old",T4,338-340,age_start,denotes,18,P150005,S000
P150005_S000,"proval for the Blazer Open-Irrigated Ablation Catheter, when used with a Maestro 4000 Radiofrequency (RF) Controller and MetriQ Irrigation Pump, is indicated for cardiac electrophysiological mapping, delivering diagnostic pacing stimuli, and radiofrequency ablation of sustained or recurrent Type I Atrial Flutter (AFL) in patients age 18 or old",T2,338-349,age_range,denotes,18 years of age or older,P150005,S000
P990026_S000,"proval for the glucowatch(r) automatic glucose biographer.  The device is indicated for: the glucowatch(r) automatic glucose biographer is a glucose monitoring device indicated for detecting trends and tracking patterns in glucose levels in adults (age 18 and older) with diabetes.  The device is intended for use by patients at home and in health care facilities.  The glucowatch biographer is indicated for use as an adjunctive device to supplement, not replace, information obtained from standard home glucose monitoring devices.  The biographer is indicated for use in the detection and assessment of episodes of hyperglycemia and hypoglycemia, facilitating both acute and long-term therapy adjustments, which may minimize these excursions.  Interpretation of biographer results whould be based on the trends and patterns seen with several sequential readings over ti",T3,262-267,age_end,denotes,older,P990026,S000
P990026_S000,"proval for the glucowatch(r) automatic glucose biographer.  The device is indicated for: the glucowatch(r) automatic glucose biographer is a glucose monitoring device indicated for detecting trends and tracking patterns in glucose levels in adults (age 18 and older) with diabetes.  The device is intended for use by patients at home and in health care facilities.  The glucowatch biographer is indicated for use as an adjunctive device to supplement, not replace, information obtained from standard home glucose monitoring devices.  The biographer is indicated for use in the detection and assessment of episodes of hyperglycemia and hypoglycemia, facilitating both acute and long-term therapy adjustments, which may minimize these excursions.  Interpretation of biographer results whould be based on the trends and patterns seen with several sequential readings over ti",T4,255-257,age_start,denotes,18,P990026,S000
P990026_S000,"proval for the glucowatch(r) automatic glucose biographer.  The device is indicated for: the glucowatch(r) automatic glucose biographer is a glucose monitoring device indicated for detecting trends and tracking patterns in glucose levels in adults (age 18 and older) with diabetes.  The device is intended for use by patients at home and in health care facilities.  The glucowatch biographer is indicated for use as an adjunctive device to supplement, not replace, information obtained from standard home glucose monitoring devices.  The biographer is indicated for use in the detection and assessment of episodes of hyperglycemia and hypoglycemia, facilitating both acute and long-term therapy adjustments, which may minimize these excursions.  Interpretation of biographer results whould be based on the trends and patterns seen with several sequential readings over ti",T2,255-267,age_range,denotes,18 years of age or older,P990026,S000
P990026_S000,"proval for the glucowatch(r) automatic glucose biographer.  The device is indicated for: the glucowatch(r) automatic glucose biographer is a glucose monitoring device indicated for detecting trends and tracking patterns in glucose levels in adults (age 18 and older) with diabetes.  The device is intended for use by patients at home and in health care facilities.  The glucowatch biographer is indicated for use as an adjunctive device to supplement, not replace, information obtained from standard home glucose monitoring devices.  The biographer is indicated for use in the detection and assessment of episodes of hyperglycemia and hypoglycemia, facilitating both acute and long-term therapy adjustments, which may minimize these excursions.  Interpretation of biographer results whould be based on the trends and patterns seen with several sequential readings over ti",T1,243-249,age_category,denotes,adults,P990026,S000
P000025_S000,"proval for the med-el combi 40+ cochlear implant system (combi 40+).  The device is intended to provide the opportunity to detect and recognize auditory information through electrical stimulation of the auditory nerve for server to profoundly hearing-impaired individuals who obtain little or no benefit from conventional acoustic amplification in the best-aided condition.  The combi 40+ is indicated for the following patient populations:  adults of eighteen (18) years of age or older who have bilateral, sensorineural hearing impairment and obtain limited benefit from appropriately fitted binaural hearing aids.  These individuals typically demonstrate bilateral severe to profound sensorineural hearing loss determined by a pure tone average of 70 db or greater at 500 hz, 1000 hz, and 2000 hz.  Limited benefit from amplification is defined by test scores of 40% correct or less in best-aided listening condition on cd recorded tests of open-set sentence recognition hearing in noise test (hint) sentences.  Children aged eighteen (18) months to seventeen (17) years eleven (11) months must demonstrate a profound, bilateral sensorineural hearing loss with thresholds of 90 db or greater at 1000hz.  In younger children, little or no benefit is defined by lack of progress in the development of simple auditory skills in conjunction with appropriate amplification and participation in intensive aural habilitation over a three (3) to six (6) month period.  In older children, lack of aided benefit is defined as < 20% correct on the multi-syllabic lexical neighborhood test (mlnt) or lexical neighborhood test (lnt), depending upon the child's cognitive ability and linguistic skills.  A three (3) to six (6) month hearing aid trial is required for children without previous experience with hearing aids.  Radiological evidence of cochlear ossification may justify a shorter trial with amplificati",T9,484-489,age_end,denotes,older,P000025,S000
P000025_S000,"proval for the med-el combi 40+ cochlear implant system (combi 40+).  The device is intended to provide the opportunity to detect and recognize auditory information through electrical stimulation of the auditory nerve for server to profoundly hearing-impaired individuals who obtain little or no benefit from conventional acoustic amplification in the best-aided condition.  The combi 40+ is indicated for the following patient populations:  adults of eighteen (18) years of age or older who have bilateral, sensorineural hearing impairment and obtain limited benefit from appropriately fitted binaural hearing aids.  These individuals typically demonstrate bilateral severe to profound sensorineural hearing loss determined by a pure tone average of 70 db or greater at 500 hz, 1000 hz, and 2000 hz.  Limited benefit from amplification is defined by test scores of 40% correct or less in best-aided listening condition on cd recorded tests of open-set sentence recognition hearing in noise test (hint) sentences.  Children aged eighteen (18) months to seventeen (17) years eleven (11) months must demonstrate a profound, bilateral sensorineural hearing loss with thresholds of 90 db or greater at 1000hz.  In younger children, little or no benefit is defined by lack of progress in the development of simple auditory skills in conjunction with appropriate amplification and participation in intensive aural habilitation over a three (3) to six (6) month period.  In older children, lack of aided benefit is defined as < 20% correct on the multi-syllabic lexical neighborhood test (mlnt) or lexical neighborhood test (lnt), depending upon the child's cognitive ability and linguistic skills.  A three (3) to six (6) month hearing aid trial is required for children without previous experience with hearing aids.  Radiological evidence of cochlear ossification may justify a shorter trial with amplificati",T8,468-473,age_start_unit,denotes,years,P000025,S000
P000025_S000,"proval for the med-el combi 40+ cochlear implant system (combi 40+).  The device is intended to provide the opportunity to detect and recognize auditory information through electrical stimulation of the auditory nerve for server to profoundly hearing-impaired individuals who obtain little or no benefit from conventional acoustic amplification in the best-aided condition.  The combi 40+ is indicated for the following patient populations:  adults of eighteen (18) years of age or older who have bilateral, sensorineural hearing impairment and obtain limited benefit from appropriately fitted binaural hearing aids.  These individuals typically demonstrate bilateral severe to profound sensorineural hearing loss determined by a pure tone average of 70 db or greater at 500 hz, 1000 hz, and 2000 hz.  Limited benefit from amplification is defined by test scores of 40% correct or less in best-aided listening condition on cd recorded tests of open-set sentence recognition hearing in noise test (hint) sentences.  Children aged eighteen (18) months to seventeen (17) years eleven (11) months must demonstrate a profound, bilateral sensorineural hearing loss with thresholds of 90 db or greater at 1000hz.  In younger children, little or no benefit is defined by lack of progress in the development of simple auditory skills in conjunction with appropriate amplification and participation in intensive aural habilitation over a three (3) to six (6) month period.  In older children, lack of aided benefit is defined as < 20% correct on the multi-syllabic lexical neighborhood test (mlnt) or lexical neighborhood test (lnt), depending upon the child's cognitive ability and linguistic skills.  A three (3) to six (6) month hearing aid trial is required for children without previous experience with hearing aids.  Radiological evidence of cochlear ossification may justify a shorter trial with amplificati",T7,464-466,age_start,denotes,18,P000025,S000
P000025_S000,"proval for the med-el combi 40+ cochlear implant system (combi 40+).  The device is intended to provide the opportunity to detect and recognize auditory information through electrical stimulation of the auditory nerve for server to profoundly hearing-impaired individuals who obtain little or no benefit from conventional acoustic amplification in the best-aided condition.  The combi 40+ is indicated for the following patient populations:  adults of eighteen (18) years of age or older who have bilateral, sensorineural hearing impairment and obtain limited benefit from appropriately fitted binaural hearing aids.  These individuals typically demonstrate bilateral severe to profound sensorineural hearing loss determined by a pure tone average of 70 db or greater at 500 hz, 1000 hz, and 2000 hz.  Limited benefit from amplification is defined by test scores of 40% correct or less in best-aided listening condition on cd recorded tests of open-set sentence recognition hearing in noise test (hint) sentences.  Children aged eighteen (18) months to seventeen (17) years eleven (11) months must demonstrate a profound, bilateral sensorineural hearing loss with thresholds of 90 db or greater at 1000hz.  In younger children, little or no benefit is defined by lack of progress in the development of simple auditory skills in conjunction with appropriate amplification and participation in intensive aural habilitation over a three (3) to six (6) month period.  In older children, lack of aided benefit is defined as < 20% correct on the multi-syllabic lexical neighborhood test (mlnt) or lexical neighborhood test (lnt), depending upon the child's cognitive ability and linguistic skills.  A three (3) to six (6) month hearing aid trial is required for children without previous experience with hearing aids.  Radiological evidence of cochlear ossification may justify a shorter trial with amplificati",T6,454-462,age_start,denotes,18,P000025,S000
P000025_S000,"proval for the med-el combi 40+ cochlear implant system (combi 40+).  The device is intended to provide the opportunity to detect and recognize auditory information through electrical stimulation of the auditory nerve for server to profoundly hearing-impaired individuals who obtain little or no benefit from conventional acoustic amplification in the best-aided condition.  The combi 40+ is indicated for the following patient populations:  adults of eighteen (18) years of age or older who have bilateral, sensorineural hearing impairment and obtain limited benefit from appropriately fitted binaural hearing aids.  These individuals typically demonstrate bilateral severe to profound sensorineural hearing loss determined by a pure tone average of 70 db or greater at 500 hz, 1000 hz, and 2000 hz.  Limited benefit from amplification is defined by test scores of 40% correct or less in best-aided listening condition on cd recorded tests of open-set sentence recognition hearing in noise test (hint) sentences.  Children aged eighteen (18) months to seventeen (17) years eleven (11) months must demonstrate a profound, bilateral sensorineural hearing loss with thresholds of 90 db or greater at 1000hz.  In younger children, little or no benefit is defined by lack of progress in the development of simple auditory skills in conjunction with appropriate amplification and participation in intensive aural habilitation over a three (3) to six (6) month period.  In older children, lack of aided benefit is defined as < 20% correct on the multi-syllabic lexical neighborhood test (mlnt) or lexical neighborhood test (lnt), depending upon the child's cognitive ability and linguistic skills.  A three (3) to six (6) month hearing aid trial is required for children without previous experience with hearing aids.  Radiological evidence of cochlear ossification may justify a shorter trial with amplificati",T5,454-489,age_range,denotes,18 years of age or older,P000025,S000
P000025_S000,"proval for the med-el combi 40+ cochlear implant system (combi 40+).  The device is intended to provide the opportunity to detect and recognize auditory information through electrical stimulation of the auditory nerve for server to profoundly hearing-impaired individuals who obtain little or no benefit from conventional acoustic amplification in the best-aided condition.  The combi 40+ is indicated for the following patient populations:  adults of eighteen (18) years of age or older who have bilateral, sensorineural hearing impairment and obtain limited benefit from appropriately fitted binaural hearing aids.  These individuals typically demonstrate bilateral severe to profound sensorineural hearing loss determined by a pure tone average of 70 db or greater at 500 hz, 1000 hz, and 2000 hz.  Limited benefit from amplification is defined by test scores of 40% correct or less in best-aided listening condition on cd recorded tests of open-set sentence recognition hearing in noise test (hint) sentences.  Children aged eighteen (18) months to seventeen (17) years eleven (11) months must demonstrate a profound, bilateral sensorineural hearing loss with thresholds of 90 db or greater at 1000hz.  In younger children, little or no benefit is defined by lack of progress in the development of simple auditory skills in conjunction with appropriate amplification and participation in intensive aural habilitation over a three (3) to six (6) month period.  In older children, lack of aided benefit is defined as < 20% correct on the multi-syllabic lexical neighborhood test (mlnt) or lexical neighborhood test (lnt), depending upon the child's cognitive ability and linguistic skills.  A three (3) to six (6) month hearing aid trial is required for children without previous experience with hearing aids.  Radiological evidence of cochlear ossification may justify a shorter trial with amplificati",T4,444-450,age_category,denotes,adults,P000025,S000
