pma_number,supplement_number,applicant,street_1,street_2,city,state,zip,zip_ext,generic_name,trade_name,product_code,advisory_committee,advisory_committee_description,supplement_type,supplement_reason,expedited_review_flag,date_received,decision_date,docket_number,fed_reg_notice_date,decision_code,ao_statement,device_name,medical_specialty_description,regulation_number,device_class
P950021,S011,SIEMENS HEALTHCARE DIAGNOSTICS,333 CONEY STREET,,WALPOLE,MA,02032,1516,"Total, prostate specific antigen (noncomplexed & complexed) for detection of prostate cancer",ADVIA CENTAUR XP PSA ASSAY ON THE ADVIA CENTAUR XP (WITH VERSION 5.0 SOFTWARE),MTF,IM,Immunology,Normal 180 Day Track No User Fee,Labeling Change - Indications/instructions/shelf life/tradename,N,2009-04-10,2009-06-10,,,APPR,"APPROVAL FOR THE ADDITION OF THE ADVIA CENTAUR XP INSTRUMENT (WITH VERSION 5.0SOFTWARE) TO THE INSTRUMENT(S) USING THE ADVIA CENTAUR PSA ASSAY. THE DEVICE, AS MODIFIED, WILL BE MARKETED UNDER THE TRADE NAME ADVIA CENTAUR AND ADVIA CENTAUR XP PSA ASSAY AND ISINDICATED FOR THE MEASUREMENT OF SERUM PSA IN CONJUNCTION WITH DIGITAL RECTAL EXAM (DRE) AS AN AID IN THE DETECTION OF PROSTATE CANCER IN MEN AGED 50 YEARS AND OLDER. PROSTATE BIOPSY IS REQUIRED FOR THE DIAGNOSIS OF PROSTATE CANCER. THIS ASSAY IS FURTHER INDICATED AS AN AID IN THE MANAGEMENT (MONITORING) OF PATIENTS WITH PROSTATE CANCER.","Total, Prostate Specific Antigen (Noncomplexed & Complexed) For Detection Of Prostate Cancer",Unknown,,3
P130007,S016,ANIMAS CORP.,965 CHESTERBROOK BLVD.,,WAYNE,PA,19087,,"Pump, infusion, insulin, to be used with invasive glucose sensor",OneTouch Vibe Plus System,OYC,CH,Clinical Chemistry,Panel Track,Change Design/Components/Specifications/Material,N,2016-06-06,2016-12-16,16M-4458,2016-12-20,APPR,"Approval for the OneTouch Vibe Plus System is indicated for continuous subcutaneous insulin infusion for the management of insulin-requiring diabetes. It can be used solely for continuous insulin delivery and as part of the OneTouch Vibe Plus System to receive and display continuous glucose measurements from the Dexcom G5® Sensor and Transmitter. The OneTouch Vibe Plus System's continuous glucose monitoring (CGM) is indicated for detecting trends and tracking patterns in persons (ages 2 and older) with diabetes, and is intended to complement, not replace, information obtained from standard home glucose monitoring devices. CGM aids in the detection of episodes of hyperglycemia and hypoglycemia, facilitating both acute and long-term therapy adjustments, which may minimize these excursions. Interpretation of results from the Dexcom G5® Sensor and Transmitter should be based on the trends and patterns seen with several sequential readings over time. The System is intended for single patient use and requires a prescription.The Animas® Vibe® Systems continuous glucose monitoring (CGM) is indicated for detecting trends and tracking patterns in persons (age 2 and older) with diabetes, and is intended to complement, not replace, information obtained from standard home glucose monitoring devices. CGM aids in the detection of episodes of hyperglycemia and hypoglycemia, facilitating both acute and long-term therapy adjustments, which may minimize these excursions. Interpretation of results from the Dexcom G5® Sensor and Transmitter should be based on the trends and patterns seen with several sequential readings over time.The System is intended for single patient use and requires a prescription.","Pump, Infusion, Insulin, To Be Used With Invasive Glucose Sensor",Unknown,,3
P150005,S005,Boston Scientific Corp.,150 BAYTECH DRIVE,,SAN JOSE,CA,95134,,"catheter, percutaneous, cardiac ablation, for treatment of atrial flutter",INTELLANAV OPEN-IRRIGATED ABLATION CATHETER,OAD,CV,Cardiovascular,Normal 180 Day Track,Change Design/Components/Specifications/Material,N,2016-04-11,2016-07-07,,,APPR,"Approval for design changes to incorporate a magnetic sensor into the Blazer Open Irrigated Ablation Catheter. The device, as modified, will be marketed under the trade name IntellaNav Open-Irrigated Ablation Catheter and is indicated for:  The IntellaNav Open-Irrigated Catheter, when used with a Maestro 4000® Radiofrequency (RF) Controller and MetriQ Irrigation Pump, is indicated for:1) cardiac electrophysiological mapping; 2) delivering diagnostic pacing stimuli; and 3) RF ablation of sustained or recurrent type 1 atrial flutter in patients age 18 years or older.","Catheter, Percutaneous, Cardiac Ablation, For Treatment Of Atrial Flutter",Unknown,,3
P990014,S004,"Bausch & Lomb, Inc.",50 Technology Drive,,Irvine,CA,92618,,intraocular lens,HYDROVIEW COMPOSITE HYGROGEL FOLDABLE ULTRAVIOLET-ABSORBING POSTERIOR CHAMBER INTRAOCULAR (IOL),HQL,OP,Ophthalmic,Real-Time Process,Labeling Change - Indications/instructions/shelf life/tradename,N,2003-08-25,2003-09-16,,,APPR,"APPROVAL FOR A NEW TRADE NAME FOR THE HP60M HYDROGEL IOL.  THE DEVICE, AS MODIFIED, WILL BE MARKETED UNDER THE TRADE NAME ""MERIDIAN"" AND IS INDICATED FOR PRIMARY IMPLANTATION FOR THE VISUAL CORRECTION OF APHAKIA IN PATIENTS 60 YEARS OF AGE OR OLDER WHERE A CATARACTOUS LENS HAS BEEN REMOVED BY EXTRACAPSULAR EXTRACTION METHODS.  THE LENS IS DESIGNED FOR IMPLANTATION IN THE CAPSULAR BAG FOLLOWING EXTRACAPSULAR CATARACT EXTRACTION.",Intraocular Lens,Ophthalmic,886.3600,3
P130017,S029,Exact Sciences Corporation,441 Charmany Drive,,Madison,WI,53719,,"System, colorectal neoplasia, DNA methylation and hemoglobin detection",Cologuard Stool DNA-Based Colorectal Cancer Screening Test,PHP,PA,Pathology,Normal 180 Day Track,Labeling Change - Indications/instructions/shelf life/tradename,N,2019-04-12,2019-09-20,,,APPR,Approval to expand the indicated age range for Cologuard Stool DNA-Based Colorectal Cancer Screening Test from 50 years or older to 45 years or older.,"System, Colorectal Neoplasia, Dna Methylation And Hemoglobin Detection",Unknown,,3
P990025,S009,"BIOSENSE WEBSTER, INC.",31 Technology Drive,Suite 200,Irvine,CA,92618,,Cardiac ablation percutaneous catheter,NAVISTAR RMT DIAGNOSTIC/ABLATION STEERABLE TIP CATHETER,LPB,CV,Cardiovascular,Normal 180 Day Track,Change Design/Components/Specifications/Material,N,2005-04-27,2006-01-26,,,APPR,"APPROVAL FOR ADDING REMOTE MAGNETIC NAVIGATION TECHNOLOGY TO THE PREVIOUSLY APPROVED CATHETER.  THE DEVICE, AS MODIFIED, WILL BE MARKETED UNDER THE TRADE NAME NAVISTAR RMT DIAGNOSTIC/ABLATION STEERABLE TIP CATHETER AND IS INDICATED FOR CATHETER-BASED ATRIAL AND VENTRICULAR ELECTROPHYSIOLOGIC MAPPING AND FOR USE WITH THE STEREOTAXIS MAGNETIC NAVIGATION SYSTEM (MNS) AND COMPATIBLE RADIOFREQUENCY GENERATORS IN ADULTS AND CHILDREN FOUR (4) YEARS OF AGE OR OLDER IN CREATING ENDOCARDIAL LESIONS DURING CARDIAC ABLATION PROCEDURES TO TREAT ARRHYTHMIAS.  WHEN USED WITH THE CARGO? EP NAVIGATION SYSTEM, THE NAVISTAR RMT CATHETER PROVIDES LOCATION INFORMATION.",Cardiac Ablation Percutaneous Catheter,Unknown,,3
P970043,S015,ALCON LABORATORIES,6201 S FREEWAY,,FT WORTH,TX,76134,,Excimer laser system,LADARVISION 4000 EXCIMER LASER SYSTEM,LZS,OP,Ophthalmic,Panel Track,Labeling Change - Indications/instructions/shelf life/tradename,N,2003-09-30,2004-06-29,04M-0312,2004-07-16,APPR,"APPROVAL FOR THE LADARVISION 4000 EXCIMER LASER SYSTEM.  THE DEVICE USES A 6.5 MM OPTICAL ZONE, A 9.00 MM ABLATION ZONE, IS LOCKED-OUT FOR TREATMENTS ABOVE -9.75 DIOPTERS (D) SPHERE, -5.00D CYLINDER, AND -10.63D SPHERICAL EQUIVALENT (SE), AND IS INDICATED FOR WAVEFRONT-GUIDED LASER ASSISTED IN-SITU KERATOMILEUSIS (LASIK):  1) FOR THE REDUCTION OR ELIMINATION OF MYOPIC ASTIGMATISM UP TO -8.00D SPHERE WITH -0.50 TO -4.00D CYLINDER AND UP TO -8.00D SE AT THE SPECTACLE PLANE; 2) IN PATIENTS WHO ARE 21 YEARS OF AGE OR OLDER; AND 3) IN PATIENTS WITH DOCUMENTED STABILITY OF REFRACTION FOR THE PRIOR 12 MONTHS, AS DEMONSTRATED BY A CHANGE IN SPHERE AND CYLINDER OF LESS THAN OR EQUAL TO 0.50D FOR A SE OF UP TO -6.00D AND LESS THAN OR EQUAL TO 0.75D FOR A SE GREATER THAN -6.00D.",Excimer Laser System,Unknown,,3
P160015,,ZOLL MEDICAL CORPORATION,269 & 271 MILL ROAD,,Chelmsford,MA,01824,,Automated external defibrillators (non-wearable),AED Plus and Fully Automatic AED Plus,MKJ,CV,Cardiovascular,,,N,2016-06-02,2017-05-26,17M-3372,2017-08-07,APPR,"Approval for the AED Plus and Fully Automatic AED Plus.  These devices are indicated for use when a suspected cardiac arrest victim has an apparent lack of circulation as indicated by:1)	Unconsciousness;2)	Absence of normal breathing; and3)	Absence of a pulse or signs of circulationThese devices are intended for use by personnel who have been trained in their operation. Users should have received training in basic life support/AED, advanced life support or a physician-authorized emergency medical response training program.When a victim is less than 8 years of age, or weighs less than 55 lbs. (25kg), the ZOLL AED Plus® and Fully Automatic AED Plus® should be used with the ZOLL AED Plus and Fully Automatic AED Plus® Pediatric Electrodes. Therapy should not be delayed to determine the patients exact age or weight.",Automated External Defibrillators (Non-Wearable),Cardiovascular,870.5310,3
P980022,S015,MEDTRONIC MINIMED,18000 DEVONSHIRE ST,,NORTHRIDGE,CA,91325,,"Sensor, glucose, invasive",GUARDIAN REAL-TIME AND PARADIGM REAL-TIME SYSTEMS,MDS,CH,Clinical Chemistry,Panel Track,Labeling Change - Indications/instructions/shelf life/tradename,Y,2006-02-27,2007-03-08,07M-0107,2007-03-26,APPR,"APPROVAL FOR THE PARADIGM REAL-TIME AND GUARDIAN REAL-TIME SYSTEMS.  THE GUARDIAN REAL-TIME SYSTEM IS INDICATED FOR CONTINUOUS OR PERIODIC MONITORING OF GLUCOSE LEVELS IN THE FLUID UNDER THE SKIN, IN ADULTS, AGE 18 AND OVER, AND IN CHILDREN AND ADOLESCENTS, AGE 7 TO 17, WITH DIABETES MELLITUS, FOR THE PURPOSE OF IMPROVING DIABETES MANAGEMENT.  IT ALERTS IF A GLUCOSE LEVEL FALLS BELOW, OR RISES ABOVE, PRESET VALUES.  VALUES ARE NOT INTENDED TO BE USED DIRECTLY FOR MAKING THERAPY ADJUSTMENTS, BUT RATHER TO PROVIDE AN INDICATION OF WHEN A FINGERSTICK MAY BE REQUIRED. ALL THERAPY ADJUSTMENTS SHOULD BE BASED ON MEASUREMENTS OBTAINED USING A HOME GLUCOSE MONITOR.  THE SYSTEM PROVIDES REAL-TIME GLUCOSE VALUES THAT ALLOW USERS TO TRACK PATTERNS IN GLUCOSE CONCENTRATIONS AND TO POSSIBLY IDENTIFY EPISODES OF LOW AND HIGH BLOOD GLUCOSE.  IT ALSO STORES THE DATA SO THAT IT CAN BE ANALYZED TO TRACK PATTERNS.  GLUCOSE DATA CAN BE FURTHER DOWNLOADED TO PC SOFTWARE FOR ANALYSIS OF HISTORICAL GLUCOSE VALUES.  THE PARADIGM REAL-TIME SYSTEM IS INDICATED FOR CONTINUOUS OR PERIODIC MONITORING OF GLUCOSE LEVELS IN THE FLUID UNDER THE SKIN, AND POSSIBLE LOW AND HIGH BLOOD GLUCOSE EPISODES IN ADULTS, AGE 18 AND OVER, AND IN CHILDREN AND ADOLESCENTS, AGE 7 THROUGH 17.  THE SYSTEM PROVIDES AN ALERT IF GLUCOSE LEVELS FALL BELOW OR RISE ABOVE PRESET VALUES.  GLUCOSE VALUES PROVIDED BY THE SYSTEM ARE NOT INTENDED TO BE USED DIRECTLY FOR MAKING THERAPY ADJUSTMENTS, BUT RATHER TO PROVIDE AN INDICATION OF WHEN A FINGERSTICK MAY BE REQUIRED.  ALL THERAPY ADJUSTMENTS SHOULD BE BASED ON MEASUREMENTS OBTAINED USING A HOME GLUCOSE MONITOR AND NOT ON SENSOR GLUCOSE READINGS PROVIDED BY THE PARADIGM REAL-TIME SYSTEM.","Sensor, Glucose, Invasive",Unknown,,3
P030008,S003,"Alcon Laboratories, Inc.",6201 South Freeway,,Fort Worth,TX,76134,2099,Excimer laser system,ALLEGRETTO WAVE EYE-Q EXCIMER LASER SYSTEM,LZS,OP,Ophthalmic,Normal 180 Day Track,Change Design/Components/Specifications/Material,N,2005-04-01,2006-06-16,,,APPR,"APPROVAL FOR A CHANGE IN REPETITION RATE FROM 200 HZ TO 400 HZ.  THE DEVICE, AS MODIFIED, WILL BE MARKETED UNDER THE TRADE NAME ALLEGRETTO WAVE EYE-Q EXCIMER LASER SYSTEM AND IS INDICATED FOR LASER ASSISTED IN SITU KERATOMILEUSIS (LASIK) IN PATIENTS WHO ARE 18 YEARS OF AGE OR OLDER:  1) FOR THE REDUCTION OR ELIMINATION OF MYOPIA OF UP TO -12.0 DIOPTERS (D) OF SPHERE AND UP TO -6.0 D OF ASTIGMATISM AT THE SPECTACLE PLANE IN PATIENTS WITH DOCUMENTATION OF A STABLE MANIFEST REFRACTION DEFINED AS <=0.50 D OF PREOPERATIVE SPHERICAL EQUIVALENT SHIFT OVER ONE YEAR PRIOR TO SURGERY; AND 2) FOR THE REDUCTION OR ELIMINATION OF HYPEROPIC REFRACTIVE ERRORS UP TO +6.0 D OF SPHERE WITH AND WITHOUT ASTIGMATIC REFRACTIVE ERRORS UP TO 5.0 D AT THE SPECTACLE PLANE, WITH A MAXIMUM MANIFEST REFRACTION SPHERICAL EQUIVALENT (MRSE) OF +6.0 D IN PATIENTS WITH DOCUMENTATION OF A STABLE MANIFEST REFRACTION DEFINED AS <=0.50 D OF PREOPERATIVE SPHERICAL EQUIVALENT SHIFT OVER ONE YEAR PRIOR TO SURGERY, EXCLUSIVE OF CHANGES DUE TO UNMASKING LATENT HYPEROPIA.",Excimer Laser System,Unknown,,3
P080008,S002,"bioMerieux, Inc.",595 Anglum Rd.,,Hazelwood,MO,63042,,"Test, prostate specific antigen, free, (noncomplexed) to distinguish prostate cancer from benign conditions",VIDAS FREE PSA RT,MTG,IM,Immunology,Real-Time Process,Labeling Change - Indications/instructions/shelf life/tradename,N,2012-10-11,2013-01-18,,,APPR,"APPROVAL FOR UPDATING THE PACKAGING INSERT BY DEFINING THE PHRASE""INSTRUMENT OF THE VIDAS FAMILY"" AS ""INSTRUMENT OF THE VIDAS FAMILY: VIDAS OR MINIVIDAS""AND REPLACING ""INSTRUMENTS OF THE VIDAS FAMILY"" WITH ""VIDAS INSTRUMENTS"" IN THEINTENDED USE. THE DEVICE, VIDAS® TOTAL PSA, IS INTENDED FOR USE WITH THE VIDAS INSTRUMENTS(VITEK® IMMUNODIAGNOSTIC ASSAY SYSTEM) AS AN AUTOMATED ENZYME-LINKED FLUORESCENTIMMUNOASSAY (ELFA) FOR THE QUANTITATIVE MEASUREMENT OFTOTAL PROSTATE SPECIFIC ANTIGEN IN HUMAN SERUM. THE VIDAS TPSA ASSAY IS INDICATED AS AN AID IN THE MANAGEMENT OF PATIENTS WITH PROSTATE CANCER AND AS AN AID IN THE DETECTION OF PROSTATE CANCER IN CONJUNCTION WITH DIGITAL RECTAL EXAMINATION (ORE) IN MEN AGE 50 YEARS OR OLDER. PROSTATE BIOPSY IS REQUIRED FOR DIAGNOSIS OF PROSTATE CANCER. THE DEVICE, VIDAS® FREE PSA RT, IS AN AUTOMATED QUANTITATIVE TEST FOR USE ON THE VIDAS INSTRUMENTS, FOR THE QUANTITATIVE MEASUREMENT OF THE FREE FRACTION OF  PROSTATE SPECIFIC ANTIGEN (PSA) IN HUMAN SERUM USING THE ELF A TECHNIQUE (ENZYME LINKED FLUORESCENT ASSAY). THE VIDAS FREE PSA RT IS INTENDED TO BE USED IN CONJUNCTION WITH THE VIDAS TPSA ASSAY IN MEN AGE 50 YEARS OR OLDER WHO HAVE DIGITAL RECTAL EXAMINATION (ORE) THAT IS NOT SUSPICIOUS FOR PROSTATE CANCER AND VIDAS TPSA VALUES BETWEEN 4 AND 10 NG/ML TO DETERMINE THE % FREE PSA VALUE. THE VIDAS % FREE PSA VALUE CAN BE USED AS AN AID IN DISCRIMINATING BETWEEN PROSTATE CANCER AND BENIGN DISEASE. PROSTATE BIOPSY IS REQUIRED FOR DIAGNOSIS OF PROSTATE CANCER.","Test, Prostate Specific Antigen, Free, (Noncomplexed) To Distinguish Prostate Cancer From Benign Conditions",Unknown,,3
P020050,S004,"Alcon Laboratories, Inc.",6201 South Freeway,,Fort Worth,TX,76134,2099,Excimer laser system,WAVELIGHT ALLEGRETTO WAVE EXCIMER LASER SYSTEM,LZS,OP,Ophthalmic,Panel Track,Labeling Change - Indications/instructions/shelf life/tradename,N,2006-01-30,2006-07-26,06M-0325,2006-08-17,APPR,"APPROVAL FOR THE WAVELIGHT ALLEGRETTO WAVE EXCIMER LASER SYSTEM USED IN CONJUNCTION WITH THE WAVELIGHT ALLEGRO ANALYZER.  THE DEVICE USES A 6.5 MM OPTICAL ZONE, A 9.0 MM ABLATION/TREATMENT ZONE, AND IS INDICATED FOR WAVEFRONT-GUIDED (WFG) LASER ASSISTED IN SITU KERATOMILEUSIS (LASIK): 1) FOR THE REDUCTION OR ELIMINATION OF UP TO -7.00 DIOPTERS (D) OF SPHERICAL EQUIVALENT MYOPIA OR MYOPIA WITH ASTIGMATISM, WITH UP TO -7.00 D OF SPHERICAL COMPONENT AND UP TO 3.00 D OF ASTIGMATIC COMPONENT AT THE SPECTACLE PLANE; 2) IN PATIENTS WHO ARE 18 YEARS OF AGE OR OLDER; AND 3) IN PATIENTS WITH DOCUMENTATION OF A STABLE MANIFEST REFRACTION DEFINED AS <= 0.50 D OF PREOPERATIVE SPHERICAL EQUIVALENT SHIFT OVER ONE YEAR PRIOR TO SURGERY.",Excimer Laser System,Unknown,,3
P040001,,"MEDTRONIC SOFAMOR DANEK, INC.",1800 Pyramid Place,,Memphis,TN,38132,,"Prosthesis, spinous process spacer/plate",X STOP INTERSPINOUS PROCESS DECOMPRESSION SYSTEM,NQO,OR,Orthopedic,,,Y,2004-01-06,2005-11-21,06M-0014,2006-01-13,APWD,"APPROVAL FOR THE X STOP INTERSPINOUS PROCESS DECOMPRESSION SYSTEM.  THE DEVICE IS INDICATED FOR TREATMENT OF PATIENTS AGED 50 OR OLDER SUFFERING FROM NEUROGENIC INTERMITTENT CLAUDICATION SECONDARY TO A CONFIRMED DIAGNOSIS OF LUMBAR SPINAL STENOSIS (WITH X-RAY, MRI, AND /OR CT EVIDENCE OF THICKENED LIGAMENTUM FLAVUM, NARROWED LATERAL RECESS AND/OR CENTRAL CANAL NARROWING).  THE X STOP IS INDICATED FOR THOSE PATIENTS WITH MODERATELY IMPAIRED PHYSICAL FUNCTION WHO EXPERIENCE RELIEF IN FLEXION FROM THEIR SYMPTOMS OF LEG/BUTTOCK/GROIN PAIN, WITH OR WITHOUT BACK PAIN, AND HAVE UNDERGONE A REGIMEN OF AT LEAST 6 MONTHS OF NONOPERATIVE TREATMENT.  THE X STOP MAY BE IMPLANTED AT ONE OR TWO LUMBAR LEVELS IN PATIENTS IN WHOM OPERATIVE TREATMENT IS INDICATED AT NO MORE THAN TWO LEVELS.","Prosthesis, Spinous Process Spacer/Plate",Unknown,,3
P960058,S058,ADVANCED BIONICS,28515 WESTINGHOUSE PLACE,,VALENCIA,CA,91355,,"Implant, cochlear",HIRESOLUTION BIONIC EAR SYSTEM,MCM,EN,"Ear, Nose, Throat",Normal 180 Day Track,Change Design/Components/Specifications/Material,N,2007-05-07,2007-07-02,,,APPR,"APPROVAL FOR THREE ?VACUUM BAKE AIR FLOW ENHANCEMENTS? TO THE HIRES90K COCHLEAR IMPLANT, AS FOLLOWS: 1) THE BOTTOM COVER SHIELD INSIDE THE HIRES90K CASE WAS MODIFIED FROM HAVING A ?V?-SHAPED CHANNEL TO HAVING A LARGER ?U?-SHAPED CHANNEL.  2) HOLES WERE ADDED TO THE INSULATING KAPTON DISC.  3) SLOTS WERE IMPLEMENTED INSIDE THE FEEDTHROUGH CASE.  THE DEVICE, AS MODIFIED, WILL BE MARKETED UNDER THE TRADE NAME HIRESOLUTION BIONIC EAR SYSTEM AND IS INDICATED FOR INDIVIDUALS AGED 12-MONTHS AND OLDER WITH SEVERE-TO-PROFOUND SENSORINEURAL HEARING LOSS TO RESTORE A LEVEL OF AUDITORY SENSATION VIA ELECTRICAL STIMULATION OF THE AUDITORY NERVE.","Implant, Cochlear",Unknown,,3
P810055,S068,"ADVANCED MEDICAL OPTICS, INC.",1700 E. ST. ANDREW PLACE,P.O. BOX 25162,SANTA ANA,CA,92705,4933,intraocular lens,MODEL 809A POSTERIOR CHAMBER INTRAOCULAR LENS,HQL,OP,Ophthalmic,Normal 180 Day Track,Labeling Change - Indications/instructions/shelf life/tradename,N,1997-05-14,1997-10-22,,,APPR,"Approval to extend the dioptric power range of Model 812B to -10D to +40D.  The device is indicated for use in the visual correction of aphakia in patients 60 years of age and older, who are undergoing a primary lens implantation, in either the ciliary sulcus or capsular bag following an extracapsular cataract extraction.",Intraocular Lens,Ophthalmic,886.3600,3
P790027,S069,BAUSCH & LOMB,1400 NORTH GOODMAN ST.,,ROCHESTER,NY,14609,3547,intraocular lens,PMMA POSTERIOR CHAMBER IOL,HQL,OP,Ophthalmic,Real-Time Process,Labeling Change - Indications/instructions/shelf life/tradename,N,2003-06-11,2003-08-13,,,APPR,"APPROVAL TO MODIFY THE DIRECTIONS FOR USE FOR ALL LEGALLY MARKETED IOLS UNDER THE REFERENCED PMAS, TO INDICATE THE IOLS FOR USE IN ADULT PATIENTS.  PREVIOUSLY, THE IOLS WERE INDICATED FOR USE IN PERSONS 60 YEARS OF AGE OR OLDER.  THESE DEVICES, AS MODIFIED, WILL BE MARKETED UNDER THEIR APPROVED TRADE NAMES AND ARE INDICATED FOR PRIMARY IMPLANTATION FOR THE VISUAL CORRECTION OF APHAKIA IN ADULT PATIENTS WHERE A CATARACTOUS LENS HAS BEEN REMOVED BY EXTRACAPSULAR EXTRACTION METHODS.",Intraocular Lens,Ophthalmic,886.3600,3
P150040,S003,"Carl Zeiss Meditec, Inc.",5160 Hacienda Drive,,Dublin,CA,94568,,Femtosecond laser system for refractive correction,VisuMax Femtosecond Laser,OTL,OP,Ophthalmic,Panel Track,Labeling Change - Indications/instructions/shelf life/tradename,N,2018-03-23,2018-10-04,18M-3842,2018-10-25,APPR,"Approval for the VisuMax Femtosecond Laser.  This device is indicated for use in small incision lenticule extraction (SMILE) for the reduction or elimination of myopia with or without astigmatism:1) For spherical refractive error (in minus cylinder format) from -1.00 diopters through -10.00 diopters;2) For cylinder from -0.75 diopters through -3.00 diopters; and3) When refraction spherical equivalent is no greater in magnitude than 10.00 diopters, in patients 22 years of age or older with documentation of stable manifest refraction over the past year as demonstrated by a change in sphere and cylinder of less than or equal to 0.50 D in magnitude.",Femtosecond Laser System For Refractive Correction,Unknown,,3
P990027,,TECHNOLAS PERFECT VISION GMBH,MESSERSCHMITTSTR 1 + 3,,MUNCHEN,,80992,,Excimer laser system,TECHNOLAS EXCIMER LASER SYSTEM (217A AND 217Z),LZS,OP,Ophthalmic,,,N,1999-05-28,2000-02-23,00M-1597,2000-11-03,APPR,"APPROVAL FOR THE TECHNOLAS(R) 217A EXCIMER LASER SYSTEM.  THE DEVICES IS INDICATED TO PERFORM LASER IN-SITU KERATOMILEUSIS (LASIK):  1) IN TREATMENTS FOR THE REDUCTION OR ELIMINATINO OF MYOPIA (NEARSIGHTEDNESS) FROM -1.00 TO -7.00 DIOPTERS D WITH LESS THAN -3.00 D ASTIGMATISM;  2) IN PATIENTS WITH DOCUMENTED STABILITY OF REFRACTION FOR THE PRIOR 12 MONTHS AS DEMONSTRATED BY A CHANGE IN MANIFEST REFRACTION OF LESS THAN OR EQUAL TO 0.5 D (IN BOTH CYLINDER AND SPHERE COMPONENTS); AND,  3) IN PATIENTS 21 YEARS OF AGE OR OLDER.",Excimer Laser System,Unknown,,3
P110041,,SIEMENS CORP.,511 Benedict Avenue,,Tarrytown,NY,10591,,"Test, hepatitis b (b core, be antigen, be antibody, b core igm)",ADVIA CENTAUR HBSAGII,LOM,MI,Microbiology,,,N,2011-12-19,2014-05-16,14M-0692,2014-06-10,APPR,"APPROVAL FOR THE ADVIA CENTAUR HBSAGII, ADVIA CENTAUR HBSAG CONFIRMATORY, AND ADVIA CENTAUR HBSAG QUALITYCONTROL MATERIAL. THIS DEVICE IS INDICATED FOR:ADVIA CENTAUR HBSAGII (HBSII) -THE ADVIA CENTAUR HBSAGII (HBSII) ASSAY IS AN IN VITRO IMMUNOASSAY FOR THE QUALITATIVEDETECTION OF HEPATITIS B SURFACE ANTIGEN (HBSAG) IN HUMAN ADULT, ADOLESCENT, AND PEDIATRIC SERUM AND PLASMA (EDT A, LITHIUM-HEPARIN, OR SODIUM-HEPARIN), AND NEONATAL SAMPLES USINGTHE ADVIA CENTAUR AND ADVIA CENTAUR XP SYSTEMS. THE ASSAY MAY BE USED IN CONJUNCTIONWITH OTHER SEROLOGICAL AND CLINICAL INFORMATION TO DIAGNOSE INDIVIDUALS WITH ACUTE OR CHRONICHEPATITIS B INFECTION. THE ASSAY MAY ALSO BE USED TO SCREEN FOR HEPATITIS B INFECTION IN PREGNANT WOMEN TO IDENTIFY NEONATES WHO ARE AT RISK OF ACQUIRING HEPATITIS B DURING THE PERINATAL PERIOD.ADVIA CENTAUR HBSAG CONFIRMATORYTHE ADVIA CENTAUR HBSAG CONFIRMATORY ASSAY IS AN IN VITRO IMMUNOASSAY FOR THE CONFIRMATION OF HEPATITIS B SURFACE ANTIGEN (HBSAG) IN HUMAN SERUM AND PLASMA (POTASSIUMEDTA, LITHIUM-HEPARIN, OR SODIUM-HEPARIN), AND NEONATAL SAMPLES USING THE ADVIA CENTAUR AND ADVIA CENTAUR XP SYSTEMS. THE ASSAY IS INTENDED TO BE USED TO CONFIRM THE PRESENCE OFHBSAG IN SAMPLES THAT ARE REPEATEDLY REACTIVE USING THE ADVIA CENTAUR HBSAGII ASSAY.ADVIA CENTAUR HBSAG QUALITY CONTROL MATERIALFOR MONITORING THE PERFORMANCE OF THE HBSAG, HBSAGII AND HBSAG CONFIRMATORY ASSAYS ON THE ADVIA CENTAUR SYSTEMS. THE PERFORMANCE OF THE HBSAG QUALITY CONTROL MATERIAL HAS NOT BEEN ESTABLISHED WITH ANY OTHER HBSAG OR HBSAG CONFIRMATORY ASSAYS.","Test, Hepatitis B (B Core, Be Antigen, Be Antibody, B Core Igm)",Unknown,,3
P990080,S002,"Johnson & Johnson Surgical Vision, Inc.",1700 E. St. Andrew Place,,Santa Ana,CA,92705,,intraocular lens,"SILICONE POSTERIOR CHAMBER INTRAOCULAR LENS, MODEL Z9000",HQL,OP,Ophthalmic,Real-Time Process,Change Design/Components/Specifications/Material,N,2002-09-13,2002-09-24,,,APPR,"APPROVAL FOR A NEW TRADE NAME FOR THE MODEL Z9000 FOLDABLE POSTERIOR CHAMBER INTRAOCULAR LENS, AND OTHER LENS MODELS WHICH INCORPORATE THE MODIFIED PROLATE ANTERIOR OPTIC SURFACE.  THE DEVICE, AS MODIFIED, WILL BE MARKETED UNDER THE TRADE NAME TECHNIS, WITH Z-SHARP OPTIC TECHNOLOGY AND IS INDICATED FOR PRIMARY IMPLANTATION FOR THE VISUAL CORRECTION OF APHAKIA IN PERSONS 60 YEARS OF AGE OR OLDER IN WHOM A CATARACTOUS LENS HAS BEEN REMOVED BY PHACOEMULSIFI-CATION.  THE LENS IS INTENDED TO BE PLACED IN THE CAPSULAR BAG.",Intraocular Lens,Ophthalmic,886.3600,3
